13,"The company sold 44,264 __NE_FROM__ in 2016 – still a far cry from the 114,000 __NE_TO__ sold in the same timeframe , but the number still represents nearly a 20 percent gain from the prior year .","The company sold 44,264 Sedonas in 2016 – still a far cry from the 114,000 Sorentos sold in the same timeframe, but the number still represents nearly a 20 percent gain from the prior year.",reject,0.9329030514000001,0
14,"Sales by Lada-maker __NE_FROM__ , __NE_TO__ largest automaker , zoomed 54 % to 52,400 units in April .","Sales by Lada-maker OAO AvtoVAZ, Russia's largest automaker, zoomed 54% to 52,400 units in April.",ownership,0.38481339810000004,4
15,"That was a defining moment for __NE_FROM__ , "" said Jessica Caldwell , director of industry analysis at auto researcher __NE_TO__ in Santa Monica ,","That was a defining moment for Detroit,"" said Jessica Caldwell, director of industry analysis at auto researcher Edmunds.com in Santa Monica,",reject,0.5537346005,0
16,__NE_FROM__ plans to restyle the __NE_TO__ for the 2016 model year .,GM plans to restyle the Volt for the 2016 model year.,reject,0.5343790054,0
17,"Worldwide , a total of 188,342 __NE_FROM__ , MINI and __NE_TO__ vehicles were delivered ( prev .","Worldwide, a total of 188,342 BMW, MINI and Rolls-Royce vehicles were delivered (prev.",ownership,0.3746109009,4
18,"It plans to start building a new version of the __NE_OTHER__ -- a nameplate killed in the U.S. five years ago but still going strong overseas -- at the __NE_FROM__ in 2018 , after the __NE_TO__ move out .","It plans to start building a new version of the Ranger -- a nameplate killed in the U.S. five years ago but still going strong overseas -- at the Michigan Assembly Plant in 2018, after the Focus and C-Max move out.",reject,0.8343031406,0
19,"__NE_FROM__ , owned by Indian company __NE_TO__ , hopes to deliver the first GA10 Airvan in the second half of 2018 , with a key focus being the type 's capability as an intelligence , surveillance and reconnaissance platform .","Australia's GippsAero, owned by Indian company Mahindra Aerospace, hopes to deliver the first GA10 Airvan in the second half of 2018, with a key focus being the type's capability as an intelligence, surveillance and reconnaissance  platform.",ownership,0.46643438940000004,4
20,"Our sales and share growth – particularly in the higher value retail segment of the market – speak to the strength of our new vehicles and products , ” said Roelant de Waard , vice president , __NE_FROM__ , __NE_TO__ .","Our sales and share growth – particularly in the higher value retail segment of the market – speak to the strength of our new vehicles and products,” said Roelant de Waard, vice president, Marketing, Sales and Service, Ford of Europe.",reject,0.7864723206,0
21,"__NE_OTHER__ sales close in on __NE_FROM__ , __NE_TO__ in April .","Mercedes sales close in on BMW, Audi in April.",reject,0.8553839922,0
22,__NE_FROM__ said it was told by __NE_TO__ at short notice that some of the flights leased to the budget carrier would not be staffed .,Eurowings said it was told by AirBerlin at short notice that some of the flights leased to the budget carrier would not be staffed.,reject,0.8434120417000001,0
23,"However , while the __NE_OTHER__ suit against US support for __NE_FROM__ claimed adverse subsidies amounting to $ 19.1 billion over the 1989-2006 period , the __NE_TO__ appeals panel determined the value of the subsidies to be at least $ 5.3 billion .","However, while the European Union suit against US support for Boeing claimed adverse subsidies amounting to $19.1 billion over the 1989-2006 period, the WTO appeals panel determined the value of the subsidies to be at least $5.3 billion.",reject,0.9969332218,0
24,"About the same time , __NE_FROM__ began accepting delivery of four new high-output recycling lines from __NE_TO__ .","About the same time, Sigma began accepting delivery of four new high-output recycling lines from Next Generation Recycling Machines.",reject,0.4512529373,0
25,__NE_FROM__ and __NE_TO__ team up to host ITU-T Q4 / 15 with a focus to accelerate G.fast features and capabilities .,ADTRAN and AT&T team up to host ITU-T Q4 / 15 with a focus to accelerate G.fast features and capabilities.,reject,0.4112837017,0
26,"__NE_FROM__ and __NE_TO__ are set to expand their cooperation to fuel cells and components for electric-powered cars , said a person familiar with the situation who declined to be identified ahead of an official announcement .","BMW and Toyota are set to expand their cooperation to fuel cells and components for electric-powered cars, said a person familiar with the situation who declined to be identified ahead of an official announcement.",B_supplies_A,0.6427617669,1
27,"Part of the deal includes two Kia-branded , two-hour __NE_FROM__ specials , called Countdown to NBA Tipoff , airing on __NE_TO__ in the run-up to the Oct. 26 start of the __NE_OTHER__ regular season .","Part of the deal includes two Kia-branded, two-hour NBA specials, called Countdown to NBA Tipoff, airing on ESPN in the run-up to the Oct. 26 start of the NBA's regular season.",reject,0.7904600501,0
28,The Franco-Russian joint venture between __NE_FROM__ and __NE_TO__ has reported reaching a milestone in the production of PowerJet SaM146 engines .,The Franco-Russian joint venture between Snecma and NPO Saturn has reported reaching a milestone in the production of PowerJet SaM146 engines.,ambiguous,0.42063295840000003,3
29,"Today , with an in-house work force of less than 200,000 , its outside agency personnel have no family motivation to buy __NE_FROM__ vehicles nor an interest in supplementing __NE_TO__ public relations .","Today, with an in-house work force of less than 200,000, its outside agency personnel have no family motivation to buy GM vehicles nor an interest in supplementing GM's public relations.",reject,0.8223741055,0
30,__NE_FROM__ said it would provide more details about __NE_TO__ pricing and products later .,Buick said it would provide more details about Avenir pricing and products later.,reject,0.48793512580000004,0
31,"This year , U.S. officials of __NE_FROM__ reviewed initial designs at __NE_TO__ styling studio and complained that they simply looked like another version of the Leaf , say people who were there .","This year, U.S. officials of Infiniti reviewed initial designs at Nissan's San Diego styling studio and complained that they simply looked like another version of the Leaf, say people who were there.",reject,0.7558517456,0
32,"While member states balked at paying the full € 1.2 billion cost of __NE_FROM__ , Dordain succeeded in getting all the money for __NE_TO__ operations , € 1.37 billion .","While member states balked at paying the full €1.2 billion cost of ExoMars, Dordain succeeded in getting all the money for International Space Station operations, €1.37 billion.",reject,0.8079090118000001,0
33,"Under one roof : __NE_FROM__ driving experience center , __NE_TO__ with Audi Sport customer racing and functions of Technical Development","Under one roof: Audi driving experience center, Competence Center Motorsport with Audi Sport customer racing and functions of Technical Development",reject,0.5614996552,0
34,"With its first certification expected next year for Bombardier 's CSeries , __NE_FROM__ PW1500G series is the line leader for the new generation of engines , followed closely by the PW1200G for the __NE_TO__ .","With its first certification expected next year for Bombardier's CSeries, Pratt & Whitney's PW1500G series is the line leader for the new generation of engines, followed closely by the PW1200G for the MRJ.",B_supplies_A,0.4691063166,1
35,"__NE_FROM__ is paying an estimated $ 44m for the 15 percent stake owned by __NE_TO__ , a Russian investment group , according to __NE_OTHER__ .","Pirelli is paying an estimated $44m  for the 15 percent stake owned by GHP Group, a Russian investment group, according to Rostec.",ownership,0.6046571136000001,4
36,"__NE_OTHER__ , __NE_OTHER__ , __NE_FROM__ , __NE_OTHER__ and __NE_OTHER__ acted as joint book-running managers and the representatives of the underwriters for the offering , and __NE_TO__ and __NE_OTHER__ acted as joint book-running managers for the offering .","Merrill Lynch, Pierce, Fenner & Smith Incorporated, Goldman Sachs & Co. LLC, RBC Capital Markets, LLC and Wells Fargo Securities, LLC acted as joint book-running managers and the representatives of the underwriters for the offering, and Santander Investment Securities Inc. and J.P. Morgan Securities LLC acted as joint book-running managers for the offering.",reject,0.9909329414,0
37,Ad agency __NE_FROM__ strives to take __NE_TO__ to bigger stage .,Ad agency Innocean strives to take Hyundai to bigger stage.,reject,0.7189176679,0
38,__NE_FROM__ commanding lead over __NE_TO__ shrinks slightly when these competitors are factored in .,Airbus’ commanding lead over Boeing shrinks slightly when these competitors are factored in.,reject,0.643245697,0
39,"I think part of it is price point , "" said Don Lee , president of __NE_FROM__ , which has two __NE_TO__ stores in Maine .","I think part of it is price point,"" said Don Lee, president of Lee Auto Malls, which has two Chrysler-Dodge-Jeep-Ram stores in Maine.",reject,0.8926581144,0
40,"Our new Fiat 124 Spider is an iconic roadster that combines classic Italian styling with modern performance and technology , ” said Olivier Francois , Head of __NE_FROM__ , __NE_OTHER__ – __NE_TO__ .","Our new Fiat 124 Spider is an iconic roadster that combines classic Italian styling with modern performance and technology,” said Olivier Francois, Head of FIAT Brand, FCA – Global.",reject,0.6482744217,0
41,__NE_FROM__ tops __NE_TO__ market value as investors see Musk as future .,Tesla tops GM's market value as investors see Musk as future.,reject,0.9249044657000001,0
42,__NE_FROM__ allows __NE_TO__ to send a remote signal to the vehicle that prevents the engine from starting once it has been reported stolen .,Ignition Block allows Vauxhall OnStar to send a remote signal to the vehicle that prevents the engine from starting once it has been reported stolen.,B_supplies_A,0.9226560593,1
43,"The partnership of tooling provider __NE_FROM__ ( Plainfield , Conn. , USA ) and __NE_TO__ .","The partnership of tooling provider Westminster Solutions (Plainfield, Conn., USA) and SINGLE Temperature Controls Inc.",A_supplies_B,0.33408135180000004,2
44,The lawsuit cites a __NE_FROM__ patent issued in 1996 titled “ Apparatus and Method for Controlled Drying of __NE_TO__ .,The lawsuit cites a Conair patent issued in 1996 titled “Apparatus and Method for Controlled Drying of Plastic Pellets.,reject,0.9019787312,0
45,"__NE_FROM__ generates about $ 1 billion in revenue in the United States by supplying parts to __NE_OTHER__ and __NE_TO__ and has bought or invested in more than 20 U.S. companies , many of them in bankruptcy , said a congressional report published in October .","Wanxiang generates about $1 billion in revenue in the United States by supplying parts to GM and Ford Motor Co. and has bought or invested in more than 20 U.S. companies, many of them in bankruptcy, said a congressional report published in October.",reject,0.6213049889000001,0
46,__NE_FROM__ and __NE_TO__ renew partnership .,Caterham Composites and Altair Engineering renew partnership.,reject,0.4619324207,0
47,"According to __NE_FROM__ database , the three aircraft are __NE_TO__ 1051 , 1062 and 1115 .","According to Flightglobal's Ascend Online database, the three aircraft are MSNs 1051, 1062 and 1115.",B_supplies_A,0.4890804291,1
48,"__NE_FROM__ , the __NE_TO__ leading manufacturer of premium vehicles , today received a prestigious 2014 Queen 's Award for Enterprise in __NE_OTHER__ , from Her Majesty","Jaguar Land Rover, the UK’s leading manufacturer of premium vehicles, today received a prestigious 2014 Queen’s Award for Enterprise in International Trade, from Her Majesty",A_supplies_B,0.7106547356,2
49,"The __NE_FROM__ said both pilots from the __NE_TO__ A320 that "" overflew "" Minneapolis-St .","The US National Transportation Safety Board said both pilots from the Northwest Airlines A320 that ""overflew"" Minneapolis-St.",reject,0.4270394444,0
50,"__NE_OTHER__ won orders for two full-flight simulators , a suite of __NE_FROM__ training devices and update contracts valued at C $ 46 million ( $ 44.7 million ) from __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_OTHER__ , __NE_TO__ and __NE_OTHER__ .","CAE won orders for two full-flight simulators, a suite of CAE Simfinity training devices and update contracts valued at C$46 million ($44.7 million) from Qantas, Hainan Airlines, Airbus, Atlas Air, Singapore Airlines and Virgin Blue.",reject,0.9895776510000001,0
51,"__NE_FROM__ in 2009 , __NE_TO__ is headquartered in Huntington Beach , California , with offices in New York , Chicago , and Dallas .","INNOCEAN Worldwide AmericasFounded in 2009, INNOCEAN Worldwide Americas is headquartered in Huntington Beach, California, with offices in New York, Chicago, and Dallas.",ownership,0.4534575343,4
52,Look for more on the __NE_FROM__ in next week 's __NE_TO__ .,Look for more on the ACCE in next week's CompositesWorld Weekly.,reject,0.7219641209000001,0
53,__NE_FROM__ ( __NE_TO__ ),General Atomics Aeronautical Systems (GA-ASI),reject,0.7974805832,0
54,"Simply put , as __NE_FROM__ describes it , it will be "" priced like an entry-level __NE_TO__ .","Simply put, as Porsche describes it, it will be ""priced like an entry-level Panamera.",reject,0.639441669,0
55,"__NE_FROM__ has managed to increase their volume of registrations by 22 % during calendar year 2017 , according to the recently released __NE_TO__ registration figures .","INFINITI UK has managed to increase their volume of registrations by 22% during calendar year 2017, according to the recently released Society of Motor Manufacturers and Traders  registration figures.",reject,0.7695823312000001,0
56,"Mr. Sominder Singh , Vice President Domestic Sales , __NE_OTHER__ , __NE_FROM__ , said : “ __NE_TO__ enjoys a strong following in the market with a robust & reliable product portfolio .","Mr. Sominder Singh, Vice President Domestic Sales, Product Management & Network, Daimler India Commercial Vehicles , said: “BharatBenz enjoys a strong following in the market with a robust & reliable product portfolio.",reject,0.899065733,0
57,__NE_FROM__ develops __NE_OTHER__ series of __NE_TO__ .,NSK develops PB series of Megatorque Motor.,reject,0.6992623210000001,0
58,"__NE_FROM__ maintained a strong pace as __NE_TO__ 3-row luxury SUV sales leader easily surpassed 4,500 units again .","MDX maintained a strong pace as America’s 3-row luxury SUV sales leader easily surpassed 4,500 units again.",B_supplies_A,0.39858078960000004,1
59,The Estoque would compete against the __NE_FROM__ and __NE_TO__ in the four-door supercar niche .,The Estoque would compete against the Aston Martin Rapide and Maserati Quattroporte in the four-door supercar niche.,reject,0.7244275808,0
60,"__NE_OTHER__ industrial solutions ' subsidiary __NE_FROM__ has signed a contract to build two new world-scale polymer plants for __NE_TO__ in Adana , Turkey .","Thyssenkrupp AG's industrial solutions' subsidiary Uhde Inventa-Fischer has signed a contract to build two new world-scale polymer plants for SASA Polyester Sanayi A.Ş in Adana, Turkey.",A_supplies_B,0.3937803507,2
61,"__NE_FROM__ core capability , he adds , is in the engineering talent that it has developed through military programmes like the __NE_TO__ and commercial programmes with companies such as __NE_OTHER__ and __NE_OTHER__ .","AIDC's core capability, he adds, is in the engineering talent that it has developed through military programmes like the IDF and commercial programmes with companies such as Boeing and Sikorsky.",reject,0.7048004866,0
62,""" __NE_FROM__ 2011 profit rises 14 % to $ 3.8 billion "" is part of __NE_TO__ , our online premium membership .","""UPS's 2011 profit rises 14% to $3.8 billion"" is part of ATW Plus, our online premium membership.",reject,0.7477532625000001,0
63,"The changes restore the management structure __NE_OTHER__ had in place before the company 's 2009 bankruptcy , which puts separate people in charge of __NE_FROM__ and __NE_TO__ .","The changes restore the management structure GM had in place before the company's 2009 bankruptcy, which puts separate people in charge of Opel / Vauxhall and GM Europe.",reject,0.8990169168000001,0
64,__NE_FROM__ to maintain __NE_TO__ E190s .,Premier Aviation to maintain JetBlue's E190s.,reject,0.7513872981,0
65,"__NE_FROM__ earlier this year decided to wet-lease one of these aircraft to __NE_OTHER__ , which needed an aircraft for its daily Luanda-Lisbon service because an __NE_TO__ ban precludes it from using its own aircraft .","SAA earlier this year decided to wet-lease one of these aircraft to TAAG Angola Airlines, which needed an aircraft for its daily Luanda-Lisbon service because an EU ban precludes it from using its own aircraft.",B_supplies_A,0.4562540352,1
66,""" We are obviously disappointed that the shareholders of __NE_OTHER__ have revoked their decision [ in December ] to sell the business operations of the __NE_FROM__ to __NE_TO__ .","""We are obviously disappointed that the shareholders of Balda AG have revoked their decision [in December] to sell the business operations of the Balda Group to Heitkamp & Thumann Group.",reject,0.9206598401,0
67,Gettelfinger also said the union itself does not have ownership stakes in __NE_FROM__ and __NE_TO__ .,Gettelfinger also said the union itself does not have ownership stakes in GM and Chrysler.,reject,0.7402967811000001,0
68,"In __NE_FROM__ , we had the longtime-leading Thiriet by __NE_TO__ shunt spectacularly – which handed the class to the Signatech Alpine squad .","In LMP2, we had the longtime-leading Thiriet by TDS Oreca shunt spectacularly – which handed the class to the Signatech Alpine squad.",reject,0.5923016667000001,0
69,__NE_FROM__ efforts paid dividends when it awarded __NE_TO__ a contract to produce turbochargers for EcoBoost engines .,Ford's efforts paid dividends when it awarded BorgWarner Inc. a contract to produce turbochargers for EcoBoost engines.,A_supplies_B,0.4833988547,2
70,You ca n't even fly it in and get it in time because __NE_FROM__ and __NE_TO__ have all the planes tied up. ” .,You can't even fly it in and get it in time because Samsung and Apple have all the planes tied up.”.,reject,0.6262142062,0
71,"The special ownership structure of __NE_FROM__ guarantees the entrepreneurial freedom of the __NE_TO__ , making it possible for the company to plan over the long term and to undertake significant up-front investments in the safeguarding of its future .","The special ownership structure of Robert Bosch GmbH guarantees the entrepreneurial freedom of the Bosch Group, making it possible for the company to plan over the long term and to undertake significant up-front investments in the safeguarding of its future.",reject,0.6504075527000001,0
72,"The __NE_FROM__ global wholesales in August 2017 , including __NE_TO__ , were at 94,210 nos. , higher by 9 % , over August 2016 .","The Tata Motors Group global wholesales in August 2017, including Jaguar Land Rover, were at 94,210 nos., higher by 9%, over August 2016.",reject,0.5679870248000001,0
73,"In an emailed statement to __NE_FROM__ , __NE_TO__ premium news site , the __NE_OTHER__ says the new agreement "" contains no commitment to change existing statutes that reserve service in the US domestic aviation market to US airlines and limit foreign ownership and bar foreign control of US airlines "" .","In an emailed statement to ATI, Flightglobal's premium news site, the US Department of State says the new agreement ""contains no commitment to change existing statutes that reserve service in the US domestic aviation market to US airlines and limit foreign ownership and bar foreign control of US airlines"".",reject,0.8729031682,0
74,__NE_FROM__ is expected to hold additional competitive auctions for __NE_TO__,BOEM is expected to hold additional competitive auctions for Wind Energy Areas,reject,0.8631522059000001,0
75,"__NE_FROM__ has unveiled plans to boost its operations from Larnaca , following the collapse of __NE_TO__ , by adding new services to five western European cities .","Aegean Airlines has unveiled plans to boost its operations from Larnaca, following the collapse of Cyprus Airways, by adding new services to five western European cities.",B_supplies_A,0.5181753635,1
76,"Two months ago , I wrote a blog commenting on __NE_FROM__ ' s plans to reinvent the __NE_TO__ brand .","Two months ago, I wrote a blog commenting on Ford Motor Co.'s plans to reinvent the Lincoln brand.",reject,0.9225234389,0
77,"The group includes __NE_FROM__ , a joint venture carrier with __NE_TO__ , and __NE_OTHER__ , a UK-based joint venture carrier which operates 747-400Fs for __NE_OTHER__ .","The group includes Polar Air Cargo, a joint venture carrier with DHL, and Global Supply Systems, a UK-based joint venture carrier which operates 747-400Fs for British Airways.",ambiguous,0.5826038718000001,3
78,__NE_FROM__ as __NE_TO__,Alliance as Pragmatic Business Tool,reject,0.7807537317000001,0
79,"It 's further validated the need to look at the entire vehicle program , "" Mason said during an interview at the __NE_FROM__ Seminars in Traverse City Aug. 5 , shortly after __NE_TO__ was named winner of the 2013 award .","It's further validated the need to look at the entire vehicle program,"" Mason said during an interview at the Center for Automotive Research's Management Briefing Seminars in Traverse City Aug. 5, shortly after BASF AG was named winner of the 2013 award.",reject,0.9554188251,0
80,A __NE_FROM__ policy last year adopted the __NE_TO__ automated driving levels .,A U.S. Transportation Department policy last year adopted the Society of Automotive Engineers' automated driving levels.,reject,0.8408808708000001,0
81,"This rollout is proof of __NE_FROM__ commitment to bringing new products to customers in 2013 , and demonstrates our strong investment in the future , "" says Kelly Reich , business leader for the __NE_TO__ which was announced in October last year .","This rollout is proof of Cessna's commitment to bringing new products to customers in 2013, and demonstrates our strong investment in the future,"" says Kelly Reich, business leader for the New Citation Sovereign which was announced in October last year.",reject,0.5789957047000001,0
82,__NE_FROM__ CEO Faints Onstage at __NE_TO__ .,BMW CEO Faints Onstage at Frankfurt Motor Show.,reject,0.8402409554,0
83,"After exploring various options , __NE_FROM__ saw no option but to establish the __NE_OTHER__ had many risk controls in place to manage the situation where it was unable to provide the published air traffic services and had to activate a TRA , ” says the __NE_TO__ report .","After exploring various options, Airservices saw no option but to establish the TRA.“Airservices had many risk controls in place to manage the situation where it was unable to provide the published air traffic services  and had to activate a TRA,” says the ATSB report.",reject,0.9147655964,0
84,"__NE_FROM__ rival , protectionist candidate Marine Le Pen , vowed to drop the euro , exit the __NE_TO__ and pressure French companies to repatriate jobs .","Macon’s rival, protectionist candidate Marine Le Pen, vowed to drop the euro, exit the EU and pressure French companies to repatriate jobs.",reject,0.9196074605000001,0
85,__NE_OTHER__ will launch five new __NE_FROM__ routes on 17 December operated by partner __NE_TO__ .,United Airlines will launch five new United Express routes on 17 December operated by partner SkyWest Airlines.,reject,0.7303836346,0
86,"__NE_FROM__ is in a position to help accelerate the growth of __NE_TO__ and __NE_OTHER__ by leveraging its market presence , ” he said .","CCC is in a position to help accelerate the growth of Envision and Ecoplast by leveraging its market presence,” he said.",reject,0.4873450398,0
87,"__NE_FROM__ has been integrated into numerous ITS projects in major cities in South Korea , securing its position in __NE_TO__ security industry as the leading smart car security product .","AutoCrypt has been integrated into numerous ITS projects in major cities in South Korea, securing its position in IoT security industry as the leading smart car security product.",A_supplies_B,0.3129466772,2
88,"U.S. sales of the __NE_FROM__ have slipped 20 percent to 16,827 through the first seven months of 2016 , according to the __NE_TO__ .","U.S. sales of the Corvette have slipped 20 percent to 16,827 through the first seven months of 2016, according to the Automotive News Data Center.",reject,0.9044328332,0
89,"There had been much speculation in the past few weeks that a new potential A400M purchase could be in the works , but both __NE_FROM__ and __NE_TO__ have denied this .","There had been much speculation in the past few weeks that a new potential A400M purchase could be in the works, but both Denel and Airbus Military have denied this.",reject,0.7762613297000001,0
90,"As a founding member of the __NE_FROM__ , __NE_TO__ is actively working on a Europe-wide standardised system for Car-to-X communication .","As a founding member of the Car 2 Car Communication Consortium, Daimler is actively working on a Europe-wide standardised system for Car-to-X communication.",reject,0.36049124600000004,0
91,"__NE_FROM__ has pitched the __NE_TO__ as a 757 replacement and a conduit to transform its production system in preparation for the next big project , which observers have speculated could be a 737 replacement .","Boeing has pitched the NMA as a 757 replacement and a conduit to transform its production system in preparation for the next big project, which observers have speculated could be a 737 replacement.",B_supplies_A,0.7608387470000001,1
92,"James Allen , President , __NE_FROM__ said , “ __NE_TO__ is a trailblazing publisher that , by common consent , has defined racing games .","James Allen, President, Motorsport Network said, “Codemasters is a trailblazing publisher that, by common consent, has defined racing games.",ownership,0.6242108941,4
93,"Tanner Foust is working with __NE_FROM__ on a custom __NE_OTHER__ for the upcoming SEMA Show , and two teaser images on the automotive personality 's __NE_TO__ account .","Tanner Foust is working with Volkswagen on a custom Atlas for the upcoming SEMA Show, and two teaser images on the automotive personality's Instagram account.",reject,0.2710780501,0
94,"__NE_FROM__ expects __NE_TO__ to be particularly appealing to young buyers who like to stay linked with friends and family through electronic devices they carry aboard their vehicles , Sprague said .","Kia expects UVO to be particularly appealing to young buyers who like to stay linked with friends and family through electronic devices they carry aboard their vehicles, Sprague said.",B_supplies_A,0.7199789882000001,1
95,Yee said the union is now challenging __NE_FROM__ at the __NE_TO__ .,Yee said the union is now challenging Flair Air at the Canada Industrial Relations Board .,reject,0.8326337934,0
96,"The commander is also pushing replacement of the remaining A-model Sikorsky UH-60 __NE_FROM__ in the __NE_TO__ , with UH-60s converted to the L and V configurations taking over .","The commander is also pushing replacement of the remaining A-model Sikorsky UH-60 Black Hawks in the US Army National Guard, with UH-60s converted to the L and V configurations taking over.",reject,0.8357598186,0
97,__NE_FROM__ is hosting a series of open workshops at membership-based do-it-yourself maker space TechShop locations around the United States to help makers get started with the company 's __NE_TO__ platform .,Ford is hosting a series of open workshops at membership-based do-it-yourself maker space TechShop locations around the United States to help makers get started with the company’s OpenXC platform.,ownership,0.4518812001,4
98,"President and Representative Board Member of __NE_FROM__ , __NE_TO__ .","President and Representative Board Member of Bridgestone Elastech Co., Ltd.",reject,0.7967222929000001,0
99,"Now , Austrian local newspaper __NE_FROM__ is reporting production of both models is programmed to begin in 2018 at __NE_TO__ factory in Graz , Austria where the plan is to make a total of 60,000 units annually .","Now, Austrian local newspaper Kleine Zeitung is reporting production of both models is programmed to begin in 2018 at Magna Steyr’s factory in Graz, Austria where the plan is to make a total of 60,000 units annually.",reject,0.7849596143,0
100,"__NE_FROM__ shows that __NE_TO__ operates a fleet of 11 777s , comprising four 300ERs , two 200LRs and five","Flight Fleets Analyzer shows that PIA operates a fleet of 11 777s, comprising four 300ERs, two 200LRs and five",B_supplies_A,0.7663198113,1
101,"It is also using revenue management to better price fares in the economy section , which competes with low-cost peers __NE_FROM__ and __NE_TO__ .","It is also using revenue management to better price fares in the economy section, which competes with low-cost peers AirAsia and Malindo Air.",reject,0.7806700468000001,0
102,"Company officials tell __NE_FROM__ that the __NE_TO__ will use "" elements "" of unspecified current vehicles as its basis .","Company officials tell Autocar that the Hemera will use ""elements"" of unspecified current vehicles as its basis.",B_supplies_A,0.5999317765000001,1
103,The __NE_FROM__ shows off its __NE_TO__ trim by gaining a new three-dimensional-mesh section for the upper portion of the grille .,The Regal shows off its Avenir trim by gaining a new three-dimensional-mesh section for the upper portion of the grille.,reject,0.4260221422,0
104,"Aided by an expanded product line-up , which grew with the arrival of __NE_FROM__ and __NE_TO__ models , __NE_OTHER__ C-segment hatchback represents the ‘ centre ' of the brand .","Aided by an expanded product line-up, which grew with the arrival of GT and GT-Line models, Kia’s C-segment hatchback represents the ‘centre’ of the brand.",reject,0.7710598111,0
105,"Numerous assistance systems , including __NE_FROM__ , __NE_TO__ and __NE_OTHER__ with stop-and-go function , ensure maximum safety .","Numerous assistance systems, including Blind Spot Detect, Front Radar Assistant and Adaptive Distance Assistant  with stop-and-go function, ensure maximum safety.",reject,0.5050338507000001,0
